id,name,type,popularity,department
P-929937,Stephanie Sigman,Actor,0.9349,Acting
P-87265,Tenoch Huerta Mejía,Actor,0.5908,Acting
P-983710,Adriana Paz,Actor,0.5227,Acting
P-1051045,Domenico Fortunato,Actor,0.2504,Acting
P-1303037,Taron Egerton,Actor,3.1614,Acting
P-1282054,Sophie Cookson,Actor,1.0507,Acting
P-931785,Hanna Alström,Actor,1.2468,Acting
P-78952,Samantha Womack,Actor,0.3942,Acting
P-1499833,Jonno Davies,Actor,0.2058,Acting
P-1504792,Adrian Quinton,Actor,0.1305,Acting
P-1504793,Alex Nikolov,Actor,0.108,Acting
P-1364003,Tobi Bakare,Actor,1.1216,Acting
P-32683,Sidse Babett Knudsen,Actor,0.8142,Acting
P-971726,Ana Ularu,Actor,0.6412,Acting
P-1668468,Ida Darvish,Actor,0.3116,Acting
P-1753718,Paolo Antonio Simioni,Actor,0.05,Acting
P-1753719,Alessandro Grimaldi,Actor,0.0418,Acting
P-231143,Fausto Maria Sciarappa,Actor,0.1825,Acting
P-1605558,Robin Mugnaini,Actor,0.1319,Acting
P-27629,Vincenzo Tanassi,Actor,0.1153,Acting
P-2628021,Simone Mariani,Actor,0.0368,Acting
P-1148130,Jackson Nicoll,Actor,0.2716,Acting
P-95789,Georgina Cates,Actor,0.4024,Acting
P-1266854,Kamber Hejlik,Actor,0.0286,Acting
P-928542,Grasie Mercedes,Actor,0.1256,Acting
P-60930,Jack Polick,Actor,0.7623,Acting
P-1827518,Zia Harris,Actor,0.2474,Acting
P-3967012,Madison Davis,Actor,0.0214,Acting
P-1795192,George Faughnan,Actor,0.0362,Acting
P-3967013,Marilynn Allain,Actor,0.0071,Acting
P-1511243,Brandon Spink,Actor,0.1152,Acting
P-62220,Lauren Cohan,Actor,3.0874,Acting
P-1933818,Mark Edward Taylor,Actor,0.0168,Acting
P-1308445,Carrie Coon,Actor,3.0966,Acting
P-1345418,Lola Kirke,Actor,0.4767,Acting
P-166897,Lee Norris,Actor,0.6749,Acting
P-75130,Jonny Pasvolsky,Actor,0.1392,Acting
P-545195,Guy Burnet,Actor,0.8551,Acting
P-138158,Norma Atallah,Actor,0.2365,Acting
P-1224723,Karl Theobald,Actor,0.2103,Acting
P-1265060,Dave Rosenbaum,Actor,0.0522,Acting
P-1526863,Alex Dowding,Actor,0.055,Acting
P-192922,Paul Thornley,Actor,0.1811,Acting
P-1317000,Chase Grimm,Actor,0.0286,Acting
P-1317001,Will Schutze,Actor,0.0448,Acting
P-1188686,Gloria Sandoval,Actor,0.263,Acting
P-1317002,Jose C. Hernandez,Actor,0.1149,Acting
P-1558344,Alberto Salas,Actor,0.0311,Acting
P-139309,Mary Elizabeth Ellis,Actor,0.6543,Acting
P-1696148,Karsten Friske,Actor,0.0311,Acting
P-1696149,Dallas Edwards,Actor,0.5469,Acting
P-1696150,Ross Kimball,Actor,0.2486,Acting
P-1696151,Jordan Israel,Actor,0.0143,Acting
P-1696152,Njema Williams,Actor,0.0808,Acting
P-999320,Cocoa Brown,Actor,0.2183,Acting
P-222130,Eloise Mumford,Actor,0.662,Acting
P-1089873,Rita Ora,Actor,0.6662,Acting
P-79149,Dylan Neal,Actor,0.6823,Acting
P-1482050,Elliat Albrecht,Actor,0.0596,Acting
P-80018,Rachel Skarsten,Actor,0.6792,Acting
P-1411603,Emily Fonda,Actor,0.073,Acting
P-1381295,Anthony Konechny,Actor,0.7626,Acting
P-86468,Sarah Wayne Callies,Actor,2.0083,Acting
P-75566,Max Deacon,Actor,0.278,Acting
P-1129464,Alycia Debnam-Carey,Actor,1.2965,Acting
P-1395056,Stephanie Koenig,Actor,0.4527,Acting
P-54850,Kyle Davis,Actor,0.1942,Acting
P-1394781,David Drumm,Actor,0.0214,Acting
P-1360027,Brandon Ruiter,Actor,0.0468,Acting
P-1395039,Kron Moore,Actor,0.1304,Acting
P-224842,Jordin Sparks,Actor,0.1565,Acting
P-68180,Gary Grubbs,Actor,0.3516,Acting
P-1253634,Lolo Jones,Actor,0.0686,Acting
P-205176,Cassi Thomson,Actor,0.4817,Acting
P-1467385,Georgina Rawlings,Actor,0.0214,Acting
P-1268071,Ashton Leigh,Actor,1.1572,Acting
P-1172781,Major Dodson,Actor,0.2463,Acting
P-1198286,Ed Oxenbould,Actor,0.7438,Acting
P-1186940,Sidney Fullmer,Actor,0.2668,Acting
P-98285,Bella Thorne,Actor,1.3168,Acting
P-1594741,Mekai Curtis,Actor,0.1574,Acting
P-1678709,Lincoln Melcher,Actor,0.5064,Acting
P-1203524,Reese Hartwig,Actor,0.1234,Acting
P-1223084,Mary Mouser,Actor,1.1656,Acting
P-110141,Alex Désert,Actor,0.3959,Acting
P-133931,Lotte Verbeek,Actor,0.9752,Acting
P-1431805,Ana Dela Cruz,Actor,0.114,Acting
P-152902,Randy Kovitz,Actor,0.1702,Acting
P-1465967,Toni Saladna,Actor,0.1146,Acting
P-1124950,David Whalen,Actor,0.4232,Acting
P-146412,Milica Govich,Actor,0.1783,Acting
P-1378128,Allegra Carpenter,Actor,0.6547,Acting
P-1279375,Emily Peachey,Actor,0.1908,Acting
P-1465969,Emily Bach,Actor,0.0811,Acting
P-27692,Tim Hartman,Actor,0.4218,Acting
P-1274508,Jaeden Martell,Actor,1.2915,Acting
P-1457461,Danielle Rose Russell,Actor,0.6431,Acting
P-1828910,"Dennis ""Bumpy"" Kanahele",Actor,0.0357,Acting
P-2866870,Fahim Fazil,Actor,0.0382,Acting
P-521563,Anders Holm,Actor,0.6965,Acting
P-1127625,Lilla Crawford,Actor,0.3121,Acting
P-1218238,Mackenzie Mauzy,Actor,0.5624,Acting
P-141034,Billy Magnussen,Actor,1.8298,Acting
P-193020,Richard Glover,Actor,0.1319,Acting
P-1110405,Mackenzie Davis,Actor,1.977,Acting
P-71815,Emily Meade,Actor,0.7251,Acting
P-1266054,Evelina Turen,Actor,0.1356,Acting
P-1346698,Raul Casso,Actor,0.1275,Acting
P-158230,Joseph Adams,Actor,0.067,Acting
P-77277,Nate Parker,Actor,1.123,Acting
P-41309,Omar Metwally,Actor,0.58,Acting
P-1009160,Quinn McColgan,Actor,0.3947,Acting
P-1154054,Corey Hawkins,Actor,0.7518,Acting
P-171886,Frank Deal,Actor,0.2627,Acting
P-1374534,Ross Anderson,Actor,0.3568,Acting
P-1774532,James Harkness,Actor,0.3146,Acting
P-1774533,Jack Madigan,Actor,0.0214,Acting
P-1774534,Frank Madigan,Actor,0.0143,Acting
P-1544741,Lochlann Harris,Actor,0.0214,Acting
P-1544737,Kayla Fallon,Actor,0.0214,Acting
P-1544738,Lynn Kennedy,Actor,0.0168,Acting
P-68276,Jolene Blalock,Actor,1.2412,Acting
P-1384191,Melissa Paulo,Actor,0.4403,Acting
P-1306572,Giselle Eisenberg,Actor,0.5059,Acting
P-1373304,Harrison Holzer,Actor,0.772,Acting
P-1373306,Sebastian Hedges Thomas,Actor,0.0805,Acting
P-169198,Timothy Brennen,Actor,0.2128,Acting
P-1306652,Krisztina Koltai,Actor,0.0214,Acting
P-1373307,Joe Stapleton,Actor,0.0779,Acting
P-191156,Rich Williams,Actor,0.1826,Acting
P-1392593,Dakota Lee,Actor,0.0,Acting
P-1078568,Emma Rigby,Actor,0.67,Acting
P-576223,Fabianne Therese,Actor,0.1993,Acting
P-2073566,Mike Bland,Actor,0.0071,Acting
P-1893196,Jake Schultz,Actor,0.0071,Acting
P-1658615,Jeff Pope,Actor,0.1205,Acting
P-1893197,Zechariah Pierce,Actor,0.0214,Acting
P-1196727,Ryan Lewis,Actor,0.088,Acting
P-223023,Dan Triandiflou,Actor,0.1073,Acting
P-1412927,Alexander Jillings,Actor,0.068,Acting
P-1412928,James Jillings,Actor,0.0143,Acting
P-1412929,Jordan Nicholas Smal,Actor,0.093,Acting
P-1412930,Saige Fernandes,Actor,0.0256,Acting
P-1412934,Renate Stuurman,Actor,0.4458,Acting
P-1084896,Vanessa Cooke,Actor,0.1034,Acting
P-129333,John Whiteley,Actor,0.1407,Acting
P-61113,Jerry Lambert,Actor,0.2609,Acting
P-1429453,Sam Richardson,Actor,0.6717,Acting
P-132312,Brianne Howey,Actor,1.6385,Acting
P-937273,Keeley Hazell,Actor,1.071,Acting
P-1391420,MIYAVI,Actor,0.5311,Acting
P-1394424,Maddalena Ischiale,Actor,1.5083,Acting
P-20588,Vincenzo Amato,Actor,0.2927,Acting
P-1394420,Sophie Dalah,Actor,0.1223,Acting
P-98306,Morgan Griffin,Actor,0.6144,Acting
P-1394426,Savannah Lamble,Actor,0.045,Acting
P-103351,Luke Treadaway,Actor,0.4847,Acting
P-1394446,Louis McIntosh,Actor,0.0429,Acting
P-1746117,Andrew Jacobs,Actor,1.1747,Acting
P-188347,Jorge Diaz,Actor,0.2021,Acting
P-1362816,Gabrielle Walsh,Actor,0.5375,Acting
P-154004,Renée Victor,Actor,0.3415,Acting
P-1116973,Carlos Pratts,Actor,0.7787,Acting
P-1862014,Noemi Gonzalez,Actor,0.5892,Acting
P-1287573,David Saucedo,Actor,0.0938,Acting
P-1105711,Richard Cabral,Actor,0.5146,Acting
P-1282221,Catherine Toribio,Actor,0.2181,Acting
P-928575,Jonny Weston,Actor,1.1933,Acting
P-515628,Sofia Black-D'Elia,Actor,1.1223,Acting
P-76412,Allen Evangelista,Actor,0.2125,Acting
P-1279279,Virginia Gardner,Actor,1.1678,Acting
P-226534,Michelle DeFraites,Actor,0.1999,Acting
P-2134803,Jamila Thompson,Actor,0.0658,Acting
P-1205388,Katie Garfield,Actor,0.7569,Acting
P-1374156,Hillary Harley,Actor,0.0698,Acting
P-4442094,Courtney Bowers,Actor,0.0168,Acting
P-145323,Patrick Johnson,Actor,0.2599,Acting
P-76982,Jeff Dunham,Actor,0.2533,Acting
P-933922,James Rankin,Actor,0.1687,Acting
P-1212302,Annick Obonsawin,Actor,0.4149,Acting
P-105808,Julie Lemieux,Actor,0.1438,Acting
P-118814,Rob Tinkler,Actor,0.3085,Acting
P-1393177,Noah Schnapp,Actor,1.1124,Acting
P-1393184,Marleik 'Mar Mar' Walker,Actor,0.0934,Acting
P-1393181,Alex Garfin,Actor,0.4615,Acting
P-1393178,Hadley Belle Miller,Actor,0.0569,Acting
P-1393185,Rebecca Bloom,Actor,1.2979,Acting
P-1393186,Anastasia Bredikhina,Actor,0.0281,Acting
P-1393179,Venus Schultheis,Actor,0.1259,Acting
P-1393183,A.J. Tecce,Actor,0.0735,Acting
P-1393182,Mariel Sheets,Actor,0.1658,Acting
P-1393187,William Wunsch,Actor,0.0281,Acting
P-1393180,Madisyn Shipman,Actor,0.5044,Acting
P-2016520,Micah Revelli,Actor,0.0143,Acting
P-2016486,Trombone Shorty,Actor,0.0297,Acting
P-75076,Bronson Webb,Actor,0.4817,Acting
P-1015831,Robin Pearce,Actor,0.587,Acting
P-1222237,Di Botcher,Actor,0.2567,Acting
P-1205898,Eve Ponsonby,Actor,0.0893,Acting
P-51119,Will Keen,Actor,0.4527,Acting
P-1244469,Louise Brealey,Actor,0.6869,Acting
P-1278494,Nicola Sloane,Actor,0.3003,Acting
P-109438,Xavier Samuel,Actor,0.7731,Acting
P-20699,Anamaria Marinca,Actor,0.4515,Acting
P-572648,Alicia von Rittberg,Actor,0.6205,Acting
P-1052257,Laurence Spellman,Actor,0.149,Acting
P-107733,Daniel Betts,Actor,0.4503,Acting
P-1430505,Adam Ganne,Actor,0.3211,Acting
P-1184960,Eric Kofi Abrefa,Actor,2.4414,Acting
P-191202,Matt Jones,Actor,0.9301,Acting
P-1490591,Lisa Stewart,Actor,0.0362,Acting
P-1448984,Stephen Kearin,Actor,0.3597,Acting
P-89599,Eric Bauza,Actor,0.776,Acting
P-83414,Tim Conway,Actor,0.3438,Acting
P-111467,April Stewart,Actor,0.2574,Acting
P-964971,Manish Dayal,Actor,0.7876,Acting
P-1021684,Charlotte Le Bon,Actor,0.8849,Acting
P-35810,Juhi Chawla Mehta,Actor,0.2089,Acting
P-1327299,Farzana Dua Elahe,Actor,0.4449,Acting
P-1327300,Dillon Mitra,Actor,0.0621,Acting
P-150072,Amit Shah,Actor,0.293,Acting
P-1418323,Aria Pandya,Actor,0.065,Acting
P-21175,Michel Blanc,Actor,0.1996,Acting
P-54918,Vincent Elbaz,Actor,0.2731,Acting
P-1088197,Alban Aumard,Actor,0.1228,Acting
P-1418346,Shuna Lemoine,Actor,0.0256,Acting
P-305036,Antoine Blanquefort,Actor,0.0577,Acting
P-129104,Melissa Benoist,Actor,2.4211,Acting
P-12139,Lolita Davidovich,Actor,0.9835,Acting
P-1433592,Elea Oberon,Actor,0.0853,Acting
P-1445675,Kate Forbes,Actor,0.7096,Acting
P-1481636,Tiago Riani,Actor,0.0297,Acting
P-1156046,Hayley Lovitt,Actor,0.3268,Acting
P-1549537,Tracey Bonner,Actor,0.2298,Acting
P-1549538,Jaret Sears,Actor,0.0923,Acting
P-1374151,Hunter Burke,Actor,0.2471,Acting
P-1549539,Evan Taylor Burns,Actor,0.0143,Acting
P-1422233,Dan Navarro,Actor,0.1516,Acting
P-1468611,Emil-Bastien Bouffard,Actor,0.0545,Acting
P-583051,Diana Bang,Actor,0.7097,Acting
P-1181329,Timothy Simons,Actor,0.5296,Acting
P-141774,Reese Alexander,Actor,0.2309,Acting
P-1400266,James Yi,Actor,0.1349,Acting
P-1406556,Paul Bae,Actor,0.2855,Acting
P-119810,Geoff Gustafson,Actor,0.3787,Acting
P-1406557,Dominique Lalonde,Actor,0.0311,Acting
P-1274528,Anesha Bailey,Actor,0.2829,Acting
P-1406558,Don Chow,Actor,0.0561,Acting
P-158521,Colin Foo,Actor,0.1087,Acting
P-1223463,Keene McRae,Actor,0.0828,Acting
P-1218218,Thomas Sadoski,Actor,0.6022,Acting
P-1205239,Randy Schulman,Actor,0.1457,Acting
P-1495069,Will Cuddy,Actor,0.0613,Acting
P-1330039,Leigh Parker,Actor,0.1883,Acting
P-212768,Nick Eversman,Actor,0.576,Acting
P-1118080,Ray Buckley,Actor,0.0749,Acting
P-1278555,Antonia Clarke,Actor,0.3175,Acting
P-236622,Natasha Andrews,Actor,0.3587,Acting
P-1418841,Valérie Beaulieu,Actor,0.0214,Acting
P-1418845,Peter Wollasch,Actor,0.0769,Acting
P-1418852,Jürgen Zwingel,Actor,0.0609,Acting
P-1416230,Wolfgang Pissors,Actor,0.0915,Acting
P-1428395,Jessica Lowe,Actor,0.7687,Acting
P-1428393,Braxton Beckham,Actor,0.2061,Acting
P-1028454,Emma Fuhrmann,Actor,0.5832,Acting
P-1274511,Kyle Red Silverstein,Actor,0.5119,Acting
P-1428394,Zak Henri,Actor,0.5889,Acting
P-1204956,Faye Marsay,Actor,1.5554,Acting
P-1196101,Jessica Gunning,Actor,0.6574,Acting
P-1336143,Joshua Hill,Actor,0.2322,Acting
P-111658,Lisa Palfrey,Actor,0.1379,Acting
P-218356,Roger Morlidge,Actor,1.0177,Acting
P-21429,Sam Page,Actor,0.7884,Acting
P-1451394,Mariana Paola Vicente,Actor,0.2719,Acting
P-1503744,Jaynee-Lynne Kinchen,Actor,0.2302,Acting
P-1155474,Brendan McCarthy,Actor,0.5497,Acting
P-1295668,Thomas Francis Murphy,Actor,0.1864,Acting
P-1105311,Emily Tremaine,Actor,0.378,Acting
P-70303,Zach Gilford,Actor,1.2948,Acting
P-1200864,LaKeith Stanfield,Actor,1.1638,Acting
P-1237292,Roberta Valderrama,Actor,0.3694,Acting
P-1008750,Niko Nicotera,Actor,0.3514,Acting
P-1352947,Bel Hernandez,Actor,0.1041,Acting
P-62965,Miranda Hart,Actor,0.4109,Acting
P-1231211,Jessica Chaffin,Actor,0.3677,Acting
P-1640435,Jaime Pacheco,Actor,0.0214,Acting
P-1640436,Romain Apelbaum,Actor,0.0416,Acting
P-995205,Dario Barosso,Actor,0.1613,Acting
P-168994,Kimberly Quinn,Actor,0.35,Acting
P-1260481,Greta Lee,Actor,1.5108,Acting
P-2525701,David Iacono,Actor,1.5729,Acting
P-60458,Liana Liberato,Actor,1.0076,Acting
P-103545,Sebastian Arcelus,Actor,0.3121,Acting
P-1718658,Rob Mello,Actor,0.2747,Acting
P-1394279,Robby Rasmussen,Actor,0.1053,Acting
P-1394280,Caroline Hebert,Actor,0.2034,Acting
P-70852,Schuyler Fisk,Actor,0.3721,Acting
P-964421,Aaron Lazar,Actor,0.2063,Acting
P-1422396,Cade Lappin,Actor,0.0871,Acting
P-5887,Catalina Sandino Moreno,Actor,1.4472,Acting
P-984629,Christopher Abbott,Actor,0.6121,Acting
P-1377670,Glenn Fleshler,Actor,0.6673,Acting
P-1088672,Ben Rosenfield,Actor,0.3175,Acting
P-1370819,John Procaccino,Actor,0.1422,Acting
P-1417739,Pico Alexander,Actor,0.3421,Acting
P-1104136,Jason Ralph,Actor,1.2887,Acting
P-57686,Hill Harper,Actor,0.6533,Acting
P-1384708,Lexi Atkins,Actor,0.6028,Acting
P-104195,Bailey Chase,Actor,0.935,Acting
P-214142,Raquel Gardner,Actor,0.2933,Acting
P-24435,Jack Wallace,Actor,0.3364,Acting
P-137167,Adam Hicks,Actor,0.4762,Acting
P-1014644,Kent Avenido,Actor,0.1275,Acting
P-65227,Travis Schuldt,Actor,0.3109,Acting
P-54792,Brian Mahoney,Actor,0.1396,Acting
P-1520068,Kari Perdue,Actor,0.0906,Acting
P-38524,Lothaire Bluteau,Actor,0.4472,Acting
P-90130,Aaron Ashmore,Actor,1.5558,Acting
P-108534,Adam Butcher,Actor,0.4267,Acting
P-1228362,Jacob Neayem,Actor,0.1083,Acting
P-56262,Aaron Abrams,Actor,0.404,Acting
P-31187,Catherine Disher,Actor,0.429,Acting
P-1323876,Danielle Bourgon,Actor,0.1865,Acting
P-1309774,Kristian Bruun,Actor,0.5099,Acting
P-6975,Meera Syal,Actor,0.3806,Acting
P-1538417,Amelia Crouch,Actor,1.4081,Acting
P-1078613,Beau Knapp,Actor,0.5883,Acting
P-104482,James Martinez,Actor,0.4906,Acting
P-1495238,Tony Naumovski,Actor,0.1454,Acting
P-1277195,Noah Wiseman,Actor,0.8391,Acting
P-220442,Hayley McElhinney,Actor,0.1807,Acting
P-213202,Daniel Henshall,Actor,0.3745,Acting
P-75410,Barbara West,Actor,0.0961,Acting
P-1399368,Ben Winspear,Actor,0.3445,Acting
P-1277196,Cathy Adamek,Actor,0.0387,Acting
P-79715,Craig Behenna,Actor,0.1127,Acting
P-1413764,Hachi,Actor,0.0297,Acting
P-1399367,Tim Purcell,Actor,0.0256,Acting
P-1399369,Chloe Hurn,Actor,0.0214,Acting
P-1321953,Jacquy Phillips,Actor,0.0785,Acting
P-543275,Bridget Walters,Actor,0.0357,Acting
P-96464,Adam Morgan,Actor,0.0516,Acting
P-1413768,Pippa Wanganeen,Actor,0.0214,Acting
P-1413438,Peta Shannon,Actor,0.1136,Acting
P-1173984,Olivia Cooke,Actor,2.4289,Acting
P-973091,Ana Coto,Actor,0.2333,Acting
P-444211,Shelley Hennig,Actor,1.6392,Acting
P-221115,Daren Kagasoff,Actor,0.4281,Acting
P-1277583,Bianca A. Santos,Actor,0.6114,Acting
P-1697017,Claudia Katz Minnick,Actor,0.1606,Acting
P-1697013,Afra Sophia Tully,Actor,0.0423,Acting
P-1697014,Izzie  Galanti,Actor,0.0404,Acting
P-1539579,Sunny May Allison,Actor,0.3515,Acting
P-1697015,Claire Beale,Actor,0.1479,Acting
P-53240,Riz Ahmed,Actor,1.2858,Acting
P-97604,Kevin Rahm,Actor,0.6526,Acting
P-61084,Michael Hyatt,Actor,0.8917,Acting
P-156131,Sharon Tay,Actor,0.1998,Acting
P-1152043,Carolyn Gilroy,Actor,0.0734,Acting
P-1954841,Pat Harvey,Actor,0.0718,Acting
P-116514,Eric Lange,Actor,1.0595,Acting
P-73410,Chaton Anderson,Actor,0.4055,Acting
P-1397770,Parris Goebel,Actor,0.2752,Acting
P-120323,Frank Crudele,Actor,0.1038,Acting
P-1341648,Chadd Smith,Actor,0.0726,Acting
P-1290588,Stephen Stevo Jones,Actor,0.0965,Acting
P-1079805,Saxon Sharbino,Actor,0.7507,Acting
P-1043693,Kyle Catlett,Actor,0.33,Acting
P-1358988,Kennedi Clements,Actor,0.2993,Acting
P-1422261,Susan Heyward,Actor,0.4113,Acting
P-962585,Karen Ivany,Actor,0.0865,Acting
P-1363133,Soma Bhatia,Actor,0.2428,Acting
P-1480172,L.A. Lopes,Actor,0.0512,Acting
P-952654,Doug MacLeod,Actor,0.0802,Acting
P-119589,Donald Glover,Actor,0.6936,Acting
P-1337712,Sean T. Krishnan,Actor,0.1201,Acting
P-1086222,Bruno Gunn,Actor,0.1581,Acting
P-4751600,Emily Kelavos,Actor,0.3277,Acting
P-3169165,Scott Sheldon,Actor,0.0632,Acting
P-970216,Austin Stowell,Actor,0.7203,Acting
P-1451540,Nate Lang,Actor,0.2377,Acting
P-1212459,Suanne Spoke,Actor,0.2361,Acting
P-1451542,Charlie Ian,Actor,0.1427,Acting
P-223012,Jayson Blair,Actor,0.1256,Acting
P-1451543,Kofi Siriboe,Actor,0.4049,Acting
P-159366,Kavita Patil,Actor,0.2633,Acting
P-1451545,C.J. Vana,Actor,0.0859,Acting
P-171766,Tarik Lowe,Actor,0.1744,Acting
P-37983,Natalie Press,Actor,0.3138,Acting
P-383624,Adrian Schiller,Actor,0.2694,Acting
P-990064,Amanda Lawrence,Actor,0.3383,Acting
P-1524954,Adam Michael Dodd,Actor,0.0071,Acting
P-1524955,Grace Stottor,Actor,0.0362,Acting
P-85073,Lorraine Stanley,Actor,0.1527,Acting
P-1322313,Morgan Watkins,Actor,0.1376,Acting
P-968977,Omer Barnea,Actor,0.2694,Acting
P-187857,Toby Leonard Moore,Actor,0.7789,Acting
P-78890,Keith Jardine,Actor,0.5258,Acting
P-1001657,Sophie Turner,Actor,2.1454,Acting
P-1452045,Ben Hardy,Actor,11.5531,Acting
P-1452046,Lana Condor,Actor,0.8944,Acting
P-577478,Hannah Ware,Actor,0.4786,Acting
P-8801,Rolf Kanies,Actor,0.2507,Acting
P-1203440,Mona Pirzad,Actor,0.2654,Acting
P-935728,Michaela Caspar,Actor,0.1214,Acting
P-1450466,Jerry Hoffmann,Actor,0.1833,Acting
P-1480719,William E. Morris,Actor,0.0621,Acting
P-1503685,Charlene Beck,Actor,0.0786,Acting
P-40692,Michael Bornhütter,Actor,0.2988,Acting
P-221985,Jamie Blackley,Actor,0.4488,Acting
P-58804,Gabrielle Rose,Actor,0.4813,Acting
P-139618,Jakob Davies,Actor,0.2279,Acting
P-1369431,Ali Milner,Actor,0.2455,Acting
P-1369432,Gabrielle Cerys Haslett,Actor,0.0362,Acting
P-52394,Lauren Lee Smith,Actor,1.1673,Acting
P-1369433,Adam Solomonian,Actor,0.0423,Acting
P-1182657,John Emmet Tracy,Actor,0.2994,Acting
P-94436,Ward Horton,Actor,0.609,Acting
P-188311,Eric Ladin,Actor,0.809,Acting
P-117598,Ivar Brogger,Actor,0.199,Acting
P-1352028,Gabriel Bateman,Actor,0.6961,Acting
P-101069,Michelle Romano,Actor,0.0338,Acting
P-1266847,Paige Diaz,Actor,0.1991,Acting
P-1358565,Camden Singer,Actor,0.116,Acting
P-72705,Hilton McRae,Actor,0.4117,Acting
P-157753,Harry Peacock,Actor,0.2876,Acting
P-1527825,Bradley Hall,Actor,0.2186,Acting
P-1181524,Sam Phillips,Actor,0.122,Acting
P-1132749,Thomas Arnold,Actor,0.4415,Acting
P-228141,Dree Hemingway,Actor,0.4622,Acting
P-1013215,Peter Yarrow,Actor,0.5501,Acting
P-3013441,Bonnie Kaufman,Actor,0.0,Acting
P-1788161,Hector Otero,Actor,0.0071,Acting
P-1502216,Matthew Shear,Actor,0.2127,Acting
P-1465486,Quincy Tyler Bernstine,Actor,0.2466,Acting
P-1215525,Jorge Garcia,Actor,0.6872,Acting
P-215074,Corey Holcomb,Actor,0.1418,Acting
P-1053940,Aaron Takahashi,Actor,0.2755,Acting
P-1427681,Mimi Gianopulos,Actor,0.7833,Acting
P-945846,Tristin Mays,Actor,1.1256,Acting
P-85977,Clive Standen,Actor,0.66,Acting
P-1326945,Kumud Pant,Actor,0.137,Acting
P-1212871,Thomas M. Wright,Actor,0.2981,Acting
P-205659,Naoko Mori,Actor,0.262,Acting
P-1137824,Mia Goth,Actor,2.7314,Acting
P-1190654,Hugo Johnstone-Burt,Actor,0.3545,Acting
P-211800,Colton Haynes,Actor,0.5847,Acting
P-176762,Todd Williams,Actor,0.4179,Acting
P-1295289,Marissa Neitling,Actor,0.2998,Acting
P-122426,Angeliki Papoulia,Actor,0.9494,Acting
P-1950459,Emma O'Shea,Actor,0.2724,Acting
P-1651422,Anthony Dougall,Actor,0.0416,Acting
P-1716414,Anthony Moriarty,Actor,0.0718,Acting
P-1337074,Sean Duggan,Actor,0.2811,Acting
P-1160310,Chrissie Fit,Actor,0.1942,Acting
P-90514,Birgitte Hjort Sørensen,Actor,0.9504,Acting
P-1471841,Flula Borg,Actor,0.8008,Acting
P-1287272,Kalinka Pétrie,Actor,0.4519,Acting
P-207881,Kwasi Songui,Actor,0.3331,Acting
P-113613,Catalina Denis,Actor,0.4416,Acting
P-1063927,Jade Hassouné,Actor,0.3333,Acting
P-85162,Goûchy Boy,Actor,0.3339,Acting
P-1357023,Amila Terzimehić,Actor,0.3637,Acting
P-70874,Lazar Ristovski,Actor,0.3862,Acting
P-1213278,Eliza Taylor,Actor,1.1044,Acting
P-1322309,Akie Kotabe,Actor,0.2937,Acting
P-1050079,Dragan Marinković 'Maca',Actor,0.2045,Acting
P-1357024,Mediha Musliović,Actor,0.3065,Acting
P-1357025,Ben Willens,Actor,0.0286,Acting
P-1410525,Dragan Dvojaković,Actor,0.0286,Acting
P-1411010,Petar Benčina,Actor,1.8566,Acting
P-207549,Perdita Weeks,Actor,1.1203,Acting
P-78124,François Civil,Actor,0.9471,Acting
P-1319096,Marion Lambert,Actor,0.3119,Acting
P-939100,Ali Marhyar,Actor,0.5298,Acting
P-1357018,Cosme Castro,Actor,0.0844,Acting
P-1178738,Hamid Djavadan,Actor,0.0932,Acting
P-1139801,Théo Cholbi,Actor,0.2866,Acting
P-1175840,Emy Lévy,Actor,0.069,Acting
P-28190,Roger Van Hool,Actor,0.1796,Acting
P-1357019,Olivia Csiky Trnka,Actor,0.067,Acting
P-1357020,Hellyette Bess,Actor,0.0362,Acting
P-226025,Aryan Rahimian,Actor,0.0214,Acting
P-1357021,Samuel Aouizerate,Actor,0.0327,Acting
P-1357022,Kaya Blocksage,Actor,0.9551,Acting
P-154784,Dominic Fumusa,Actor,0.7618,Acting
P-1440537,Dotan Bonen,Actor,0.0404,Acting
P-1440538,Steve Kim,Actor,0.2407,Acting
P-140538,Juan Minujín,Actor,0.3753,Acting
P-99314,Yılmaz Erdoğan,Actor,0.3179,Acting
P-74376,Cem Yılmaz,Actor,0.141,Acting
P-1394227,James Fraser,Actor,0.2839,Acting
P-1394235,Ben O'Toole,Actor,0.2996,Acting
P-75121,Steve Bastoni,Actor,0.3321,Acting
P-145344,Salih Kalyon,Actor,0.139,Acting
P-1394234,Dylan Georgiades,Actor,0.0327,Acting
P-1014586,Christopher Sommers,Actor,0.1187,Acting
P-1275904,Benedict Hardie,Actor,0.8749,Acting
P-72968,Eduardo Verástegui,Actor,0.6495,Acting
P-95136,David Henrie,Actor,0.8527,Acting
P-183490,Loni Love,Actor,0.1379,Acting
P-1431855,Vic Dibitetto,Actor,0.0641,Acting
P-213596,Clemens Schick,Actor,0.6018,Acting
P-125739,Matias Varela,Actor,0.6828,Acting
P-1538780,Judah Lewis,Actor,0.9211,Acting
P-147638,Senta Dorothea Kirschner,Actor,0.0311,Acting
P-1720109,Seumas F. Sargent,Actor,0.1231,Acting
P-86322,Daniel Bonjour,Actor,0.282,Acting
